term,estimate,std.error,statistic,p.value,n_obs,adj_r2,panel,gender
province_f41:cohort_f5,0.8210310751791179,0.42586229282340676,1.9279262076381498,0.05457368670538212,471,0.2773201334324358,B,female
province_f42:cohort_f5,0.15312767934945332,0.3508957466165677,0.43639081073496067,0.6627892400252589,471,0.2773201334324358,B,female
province_f43:cohort_f5,0.9941198609298523,0.27155865427146836,3.6607924118524426,2.852579489868315e-4,471,0.2773201334324358,B,female
province_f45:cohort_f5,0.04289013352607819,0.333692367850218,0.1285319583495238,0.8977927691808276,471,0.2773201334324358,B,female
province_f52:cohort_f5,0.8110118578907862,0.2800501063985018,2.8959526861837497,0.003988058981545112,471,0.2773201334324358,B,female
(Intercept),8.732068614708696,0.9381509651952578,9.307743570770922,2.5749289976003726e-19,672,0.22541533803878078,A,male
height,2.140569442851823e-4,0.004030469387528786,0.05310968120674096,0.9576625868306219,672,0.22541533803878078,A,male
bmi_under,-0.08008711931832782,0.05624184721864244,-1.4239773990172464,0.15498435800544344,672,0.22541533803878078,A,male
bmi_over,0.0033829608780118884,0.04992940121938055,0.06775488580661691,0.9460038289216806,672,0.22541533803878078,A,male
edu_years,0.04761775268403269,0.009244370938992242,5.150999781194809,3.5427868574789035e-7,672,0.22541533803878078,A,male
hlth_exc,0.11879797060549196,0.10709365661483901,1.1092904506262904,0.2677591517131081,672,0.22541533803878078,A,male
hlth_good,0.11268265180003785,0.093891472208252,1.2001372345095076,0.230570173011545,672,0.22541533803878078,A,male
hlth_fair,0.09784542256460325,0.10169434077369922,0.9621520904721632,0.3363693808146767,672,0.22541533803878078,A,male
married,0.003318669174177149,0.10182759101997144,0.03259106044771558,0.9740117772015514,672,0.22541533803878078,A,male
divorced,-0.07105617894499094,0.1425954316621059,-0.4983061386802745,0.6184549310191162,672,0.22541533803878078,A,male
widowed,-0.012239206495208049,0.3153381262200153,-0.03881296131844395,0.9690527072966435,672,0.22541533803878078,A,male
separated,-0.07811606666369987,0.22963221376490356,-0.3401790427525763,0.7338433952347128,672,0.22541533803878078,A,male
province_f23,0.17695667479644986,0.2503142620906592,0.7069380438752604,0.479885512560033,672,0.22541533803878078,A,male
province_f32,0.16387253001066035,0.2756800473179834,0.594430143221941,0.5524534854136494,672,0.22541533803878078,A,male
province_f37,0.5137073787623174,0.2663635740049604,1.9285947062444462,0.05426307299209582,672,0.22541533803878078,A,male
province_f41,0.368103137463315,0.3773435590544388,0.9755119138265438,0.3297082284889208,672,0.22541533803878078,A,male
province_f42,-0.11991999332569267,0.2975812305028206,-0.4029823827365215,0.6871079124954311,672,0.22541533803878078,A,male
province_f43,0.4070256312410012,0.19425837878491106,2.09527966714719,0.03657400088290834,672,0.22541533803878078,A,male
province_f45,-0.3773160774029173,0.2739768807707102,-1.3771821780783435,0.1689808529913384,672,0.22541533803878078,A,male
province_f52,0.058510648617189076,0.20504619089304985,0.28535350187367137,0.7754739838585994,672,0.22541533803878078,A,male
age,-0.002431696529460436,0.010600634297268144,-0.2293916063199257,0.8186444634516243,672,0.22541533803878078,A,male
smoke,0.04738086155666838,0.045516125949815564,1.0409686801752154,0.2983186361465373,672,0.22541533803878078,A,male
drink,-0.03295552457134186,0.05016439967582808,-0.6569504426307651,0.51147026014014485,672,0.22541533803878078,A,male
factor(occ_f)2,-0.014403930229369435,0.10006941558508739,-0.14393938592678207,0.885597734913409,672,0.22541533803878078,A,male
factor(occ_f)3,0.05931751008517095,0.0927503768006683,0.6395392895562182,0.5227216659789071,672,0.22541533803878078,A,male
factor(occ_f)4,-0.12398019159307946,0.08195063134415674,-1.512864386271986,0.1308522979706064,672,0.22541533803878078,A,male
