term,estimate,std.error,statistic,p.value,panel,model,gender,n_obs
widowed,0.7880648920002509,0.8375802713855368,0.9408828251131358,0.3467649099803605,B,6,male,1145
separated,0.5643250060462239,0.7263023039109898,0.7769836375396978,0.4371684240203916,B,6,male,1145
province_f23,0.2702885082863068,0.21242306226406563,1.272406608799886,0.20322868715917086,B,6,male,1145
province_f32,0.04990863221921015,0.186515688493803,0.2675840977359305,0.7890194728968141,B,6,male,1145
province_f37,-0.3294794675417498,0.1701567745523757,-1.9363288262162797,0.05282744043173738,B,6,male,1145
province_f41,-9.137982419389761e-5,0.22947322587525976,-3.982156255718091e-4,0.9996822699088832,B,6,male,1145
province_f42,-0.24605504691636942,0.1973187851508367,-1.2469925087379652,0.21240024439679187,B,6,male,1145
province_f43,0.05843286617823487,0.17243944246216655,0.33886021286026324,0.7347150385089992,B,6,male,1145
province_f45,-0.04939228799193973,0.1812335036932107,-0.2725339795645635,0.7852114677746433,B,6,male,1145
province_f52,0.4067516122615478,0.2000408124288179,2.0333431329483598,0.042017868303288186,B,6,male,1145
age,-0.007846849333253868,0.006561651993250813,-1.1958649043449705,0.2317492827413263,B,6,male,1145
smoke,0.10210303072440417,0.09260539322047746,1.1025603064101728,0.2702181558482394,B,6,male,1145
drink,0.29280290005043774,0.09549817888935555,3.0660574207355302,0.0021690165582587363,B,6,male,1145
child_u6,0.01658129027115072,0.1446559158540517,0.11462573219528852,0.9087417827976408,B,6,male,1145
calories,2.7387095150451056e-5,2.7787559638739847e-4,0.09855883534396274,0.9214885554621786,B,6,male,1145
carbs,6.499044539593752e-4,0.001212511205908539,0.5359987196756664,0.5919594353088494,B,6,male,1145
fat,-0.0016523398453820025,0.0028888751756693536,-0.5719665076907156,0.5673446650562058,B,6,male,1145
protein,0.0066143449028269055,0.003220470933881288,2.0538439994101565,0.039990792856287496,B,6,male,1145
diet_guide,0.09653021037963329,0.12033501791378923,0.8021788840285025,0.4224494891871279,B,6,male,1145
diet_hifat,-0.13767784574990097,0.19167444262498765,-0.7182900540332787,0.47257846144770993,B,6,male,1145
diet_hlthy,0.20659111160889423,0.26911106518467887,0.7676797364951159,0.4426774776535063,B,6,male,1145
(Intercept),-2.9560385165578102,1.493591293391656,-1.9791481977946057,0.047799323279157445,B,7,male,1145
height,0.00401883860501747,0.008924886105253577,0.45029578614474497,0.6524971770117503,B,7,male,1145
weight,0.009558144973618609,0.005409647935294439,1.7668700602968856,0.07724999213268906,B,7,male,1145
edu_years,0.07237193683054159,0.014531297889458969,4.980417948973459,6.344709886259304e-7,B,7,male,1145
hlth_exc,0.32417784832231306,0.24198753048079402,1.3396469135340108,0.18036016406686015,B,7,male,1145
hlth_good,0.32806712773845204,0.22188003846707238,1.4785788302769658,0.13925291411006183,B,7,male,1145
hlth_fair,0.38668092131455,0.22780470414195234,1.6974228990179099,0.08961673632821772,B,7,male,1145
married,0.8804658942951608,0.16693620679518073,5.274265608391546,1.332887493824403e-7,B,7,male,1145
divorced,0.6692709187108313,0.35226860621555595,1.8998880595715053,0.057447811319125415,B,7,male,1145
widowed,0.7880648920002509,0.8375802713855368,0.9408828251131358,0.3467649099803605,B,7,male,1145
separated,0.5643250060462239,0.7263023039109898,0.7769836375396978,0.4371684240203916,B,7,male,1145
province_f23,0.2702885082863068,0.21242306226406563,1.272406608799886,0.20322868715917086,B,7,male,1145
province_f32,0.04990863221921015,0.186515688493803,0.2675840977359305,0.7890194728968141,B,7,male,1145
province_f37,-0.3294794675417498,0.1701567745523757,-1.9363288262162797,0.05282744043173738,B,7,male,1145
province_f41,-9.137982419389761e-5,0.22947322587525976,-3.982156255718091e-4,0.9996822699088832,B,7,male,1145
province_f42,-0.24605504691636942,0.1973187851508367,-1.2469925087379652,0.21240024439679187,B,7,male,1145
province_f43,0.05843286617823487,0.17243944246216655,0.33886021286026324,0.7347150385089992,B,7,male,1145
province_f45,-0.04939228799193973,0.1812335036932107,-0.2725339795645635,0.7852114677746433,B,7,male,1145
province_f52,0.4067516122615478,0.2000408124288179,2.0333431329483598,0.042017868303288186,B,7,male,1145
age,-0.007846849333253868,0.006561651993250813,-1.1958649043449705,0.2317492827413263,B,7,male,1145
smoke,0.10210303072440417,0.09260539322047746,1.1025603064101728,0.2702181558482394,B,7,male,1145
drink,0.29280290005043774,0.09549817888935555,3.0660574207355302,0.0021690165582587363,B,7,male,1145
child_u6,0.01658129027115072,0.1446559158540517,0.11462573219528852,0.9087417827976408,B,7,male,1145
calories,2.7387095150451056e-5,2.7787559638739847e-4,0.09855883534396274,0.9214885554621786,B,7,male,1145
carbs,6.499044539593752e-4,0.001212511205908539,0.5359987196756664,0.5919594353088494,B,7,male,1145
fat,-0.0016523398453820025,0.0028888751756693536,-0.5719665076907156,0.5673446650562058,B,7,male,1145
protein,0.0066143449028269055,0.003220470933881288,2.0538439994101565,0.039990792856287496,B,7,male,1145
diet_guide,0.09653021037963329,0.12033501791378923,0.8021788840285025,0.4224494891871279,B,7,male,1145
diet_hifat,-0.13767784574990097,0.19167444262498765,-0.7182900540332787,0.47257846144770993,B,7,male,1145
diet_hlthy,0.20659111160889423,0.26911106518467887,0.7676797364951159,0.4426774776535063,B,7,male,1145
(Intercept),-2.9560385165578102,1.493591293391656,-1.9791481977946057,0.047799323279157445,B,8,male,1145
height,0.00401883860501747,0.008924886105253577,0.45029578614474497,0.6524971770117503,B,8,male,1145
weight,0.009558144973618609,0.005409647935294439,1.7668700602968856,0.07724999213268906,B,8,male,1145
edu_years,0.07237193683054159,0.014531297889458969,4.980417948973459,6.344709886259304e-7,B,8,male,1145
hlth_exc,0.32417784832231306,0.24198753048079402,1.3396469135340108,0.18036016406686015,B,8,male,1145
hlth_good,0.32806712773845204,0.22188003846707238,1.4785788302769658,0.13925291411006183,B,8,male,1145
hlth_fair,0.38668092131455,0.22780470414195234,1.6974228990179099,0.08961673632821772,B,8,male,1145
married,0.8804658942951608,0.16693620679518073,5.274265608391546,1.332887493824403e-7,B,8,male,1145
divorced,0.6692709187108313,0.35226860621555595,1.8998880595715053,0.057447811319125415,B,8,male,1145
widowed,0.7880648920002509,0.8375802713855368,0.9408828251131358,0.3467649099803605,B,8,male,1145
separated,0.5643250060462239,0.7263023039109898,0.7769836375396978,0.4371684240203916,B,8,male,1145
province_f23,0.2702885082863068,0.21242306226406563,1.272406608799886,0.20322868715917086,B,8,male,1145
province_f32,0.04990863221921015,0.186515688493803,0.2675840977359305,0.7890194728968141,B,8,male,1145
province_f37,-0.3294794675417498,0.1701567745523757,-1.9363288262162797,0.05282744043173738,B,8,male,1145
province_f41,-9.137982419389761e-5,0.22947322587525976,-3.982156255718091e-4,0.9996822699088832,B,8,male,1145
province_f42,-0.24605504691636942,0.1973187851508367,-1.2469925087379652,0.21240024439679187,B,8,male,1145
province_f43,0.05843286617823487,0.17243944246216655,0.33886021286026324,0.7347150385089992,B,8,male,1145
province_f45,-0.04939228799193973,0.1812335036932107,-0.2725339795645635,0.7852114677746433,B,8,male,1145
province_f52,0.4067516122615478,0.2000408124288179,2.0333431329483598,0.042017868303288186,B,8,male,1145
age,-0.007846849333253868,0.006561651993250813,-1.1958649043449705,0.2317492827413263,B,8,male,1145
smoke,0.10210303072440417,0.09260539322047746,1.1025603064101728,0.2702181558482394,B,8,male,1145
drink,0.29280290005043774,0.09549817888935555,3.0660574207355302,0.0021690165582587363,B,8,male,1145
child_u6,0.01658129027115072,0.1446559158540517,0.11462573219528852,0.9087417827976408,B,8,male,1145
calories,2.7387095150451056e-5,2.7787559638739847e-4,0.09855883534396274,0.9214885554621786,B,8,male,1145
carbs,6.499044539593752e-4,0.001212511205908539,0.5359987196756664,0.5919594353088494,B,8,male,1145
fat,-0.0016523398453820025,0.0028888751756693536,-0.5719665076907156,0.5673446650562058,B,8,male,1145
protein,0.0066143449028269055,0.003220470933881288,2.0538439994101565,0.039990792856287496,B,8,male,1145
diet_guide,0.09653021037963329,0.12033501791378923,0.8021788840285025,0.4224494891871279,B,8,male,1145
diet_hifat,-0.13767784574990097,0.19167444262498765,-0.7182900540332787,0.47257846144770993,B,8,male,1145
diet_hlthy,0.20659111160889423,0.26911106518467887,0.7676797364951159,0.4426774776535063,B,8,male,1145
