term,estimate,std.error,tau,panel,gender,n_obs
province_f41:cohort_f3,-0.2681792541653999,0.3985228801586793,0.8,A,male,672
province_f42:cohort_f3,0.19046686498140206,0.679480664657942,0.8,A,male,672
province_f43:cohort_f3,-0.1246786448373263,0.2530894367984086,0.8,A,male,672
province_f45:cohort_f3,0.11790414006921747,0.4212846567215449,0.8,A,male,672
province_f52:cohort_f3,0.04698760805621416,0.3718229302565998,0.8,A,male,672
province_f21:cohort_f4,-0.10478089819665737,0.46172721404729583,0.8,A,male,672
province_f23:cohort_f4,-0.42927500310501304,0.40577526212562104,0.8,A,male,672
province_f32:cohort_f4,0.09834154508092209,0.45394491891034155,0.8,A,male,672
province_f37:cohort_f4,-0.4353482614271847,0.5396093284870027,0.8,A,male,672
province_f41:cohort_f4,-0.33251947400437754,0.49658033799287865,0.8,A,male,672
province_f42:cohort_f4,0.12198906187426695,0.41178105605002047,0.8,A,male,672
province_f43:cohort_f4,0.2767210724091217,0.4699666606855766,0.8,A,male,672
province_f45:cohort_f4,0.05361359970305914,0.49054047923348826,0.8,A,male,672
province_f52:cohort_f4,-0.07174244768043103,0.3328913374305995,0.8,A,male,672
province_f21:cohort_f5,-0.4881687605030235,0.5620789176599069,0.8,A,male,672
province_f23:cohort_f5,-0.6528503097209866,0.4858131848229918,0.8,A,male,672
province_f32:cohort_f5,-0.0036227024333870053,0.554514306378998,0.8,A,male,672
province_f37:cohort_f5,-0.32776802132032873,0.6242764916534108,0.8,A,male,672
province_f41:cohort_f5,-0.4314104867526473,0.5455862469475485,0.8,A,male,672
province_f42:cohort_f5,0.5091723853095254,0.9667053950262321,0.8,A,male,672
province_f43:cohort_f5,0.11542949772073566,0.6556191013835142,0.8,A,male,672
province_f45:cohort_f5,-0.1630376170011414,0.6318436893159743,0.8,A,male,672
province_f52:cohort_f5,-0.05019563105599659,0.4946588476051705,0.8,A,male,672
(Intercept),9.024698907199989,1.6026440262064456,0.9,A,male,672
height,-0.003502151809095915,0.00681124787362178,0.9,A,male,672
bmi_under,-0.07396363319823707,0.0950801994844603,0.9,A,male,672
bmi_over,-0.047082124698510655,0.08823451561585027,0.9,A,male,672
edu_years,0.047428270007569495,0.01563114417157272,0.9,A,male,672
hlth_exc,0.1433538878397061,0.176190644737852,0.9,A,male,672
hlth_good,0.06236048420731463,0.1585385646417026,0.9,A,male,672
hlth_fair,-0.03471487806556032,0.15767919783640288,0.9,A,male,672
married,-0.09028205535487309,0.2813983011473308,0.9,A,male,672
divorced,-0.0806569613056635,0.3380733660310248,0.9,A,male,672
widowed,-0.24130807884095215,0.5216131791511753,0.9,A,male,672
separated,-1.170300633506396,0.5471184857762436,0.9,A,male,672
province_f23,0.03807082192187298,0.4348197267656481,0.9,A,male,672
province_f32,0.02297197590988599,0.41843865071273767,0.9,A,male,672
province_f37,0.4618383941499993,0.6605084031176625,0.9,A,male,672
province_f41,0.11527084552260479,0.45450848669549543,0.9,A,male,672
province_f42,-0.6914127476696599,0.4507401866164836,0.9,A,male,672
province_f43,-0.2244934219999525,0.303258102102343,0.9,A,male,672
province_f45,-0.7371467868318047,0.4009260252329551,0.9,A,male,672
province_f52,-0.36134644575487446,0.3156654795750689,0.9,A,male,672
age,-0.021841417963459665,0.019170136017712763,0.9,A,male,672
smoke,0.06481515430080323,0.07994584889381431,0.9,A,male,672
drink,-0.1359392052369423,0.08878440560620675,0.9,A,male,672
factor(occ_f)2,0.12808026510906578,0.15786888354496914,0.9,A,male,672
factor(occ_f)3,0.1752275664069794,0.15511714657121475,0.9,A,male,672
factor(occ_f)4,-0.06119577384565434,0.13486183150219622,0.9,A,male,672
factor(occ_f)5,-2.614170320621951,1.3086125510929176,0.9,A,male,672
factor(occ_f)6,-0.10602280732061,0.14992622310908474,0.9,A,male,672
factor(occ_f)7,-0.20693447878555937,0.1656100237661572,0.9,A,male,672
factor(occ_f)8,0.20816009350271725,0.3295539545496466,0.9,A,male,672
factor(occ_f)9,0.3013321488229835,0.35850465196124953,0.9,A,male,672
factor(occ_f)10,-0.30340648322782693,0.20500292766966582,0.9,A,male,672
factor(occ_f)11,-0.02380838754262632,0.2041225859667441,0.9,A,male,672
factor(occ_f)12,-0.02262256912292783,0.7440278051848269,0.9,A,male,672
factor(occ_f)13,1.1910458655296978,0.8680111538180681,0.9,A,male,672
factor(wu_f)2,-0.2453219561210099,0.12752416836905475,0.9,A,male,672
factor(wu_f)3,-0.005339757114455019,0.15545021120909688,0.9,A,male,672
factor(wu_f)4,-0.7323263925335447,0.19354911969027463,0.9,A,male,672
factor(wu_f)5,-0.4593000628113422,0.20314006247594416,0.9,A,male,672
factor(wu_f)7,0.1347710283105432,0.16332130513531387,0.9,A,male,672
factor(wu_f)8,-0.2800618501965566,0.2241803638440135,0.9,A,male,672
factor(wu_f)9,1.6739410414600109,1.169125222247868,0.9,A,male,672
calories,4.584884250823776e-6,2.623160037677205e-4,0.9,A,male,672
carbs,-3.1012581497842596e-4,0.0010521719026246599,0.9,A,male,672
fat,-0.00039111455360536893,0.002579845966948356,0.9,A,male,672
protein,0.004278263531654753,0.0026812835876521544,0.9,A,male,672
diet_guide,0.10567168075192349,0.1002443639071079,0.9,A,male,672
diet_hifat,0.19800871205346965,0.1948210501401915,0.9,A,male,672
diet_hlthy,-0.7357865639337248,0.2486670649394208,0.9,A,male,672
province_f21:cohort_f2,-0.5336141178981096,0.37007291821321453,0.9,A,male,672
province_f23:cohort_f2,-0.37859706113318026,0.7088388686592476,0.9,A,male,672
province_f32:cohort_f2,-0.3203681712863954,0.3945039413694421,0.9,A,male,672
province_f37:cohort_f2,-0.38726781021099055,0.6141788712608857,0.9,A,male,672
province_f41:cohort_f2,-0.48766470053521,0.4727812255857021,0.9,A,male,672
province_f42:cohort_f2,-0.08642448012573406,0.3799007781752935,0.9,A,male,672
province_f43:cohort_f2,-0.1052906641410323,0.2557059053789947,0.9,A,male,672
province_f45:cohort_f2,-0.20328850183630515,0.38801378260630803,0.9,A,male,672
province_f52:cohort_f2,-0.03728361483062562,0.933397522672305,0.9,A,male,672
province_f21:cohort_f3,-0.6747576463357485,0.36255953239879174,0.9,A,male,672
province_f23:cohort_f3,-0.4877401475108033,0.8477975850811353,0.9,A,male,672
province_f32:cohort_f3,-0.2348965388637693,0.47530412462427146,0.9,A,male,672
province_f37:cohort_f3,-0.9481098321458931,0.6755613618840774,0.9,A,male,672
province_f41:cohort_f3,-0.8316666869109113,0.5002224742615887,0.9,A,male,672
province_f42:cohort_f3,0.700541198591508,0.9480502317241474,0.9,A,male,672
province_f43:cohort_f3,-0.5029996761254407,0.32977058456439673,0.9,A,male,672
province_f45:cohort_f3,-0.02835240787608649,0.40165491382909274,0.9,A,male,672
province_f52:cohort_f3,-0.5644369228311688,0.5453150527619086,0.9,A,male,672
province_f21:cohort_f4,-0.47265609256424757,0.6785360707411814,0.9,A,male,672
province_f23:cohort_f4,-0.884181882227826,0.4741094827862192,0.9,A,male,672
province_f32:cohort_f4,-0.6921818405126626,0.5275222404795423,0.9,A,male,672
province_f37:cohort_f4,-1.071766769947269,0.6953299727076435,0.9,A,male,672
province_f41:cohort_f4,-0.9840009099156966,0.5640917524222876,0.9,A,male,672
province_f42:cohort_f4,-0.1795909629744013,0.49893958511331776,0.9,A,male,672
province_f43:cohort_f4,0.06589195693083408,0.7722401160312653,0.9,A,male,672
province_f45:cohort_f4,-0.06431763532248064,0.4926575192557634,0.9,A,male,672
province_f52:cohort_f4,-0.8946896546230303,0.395045900171733,0.9,A,male,672
province_f21:cohort_f5,-1.364149131003101,0.6687073782095806,0.9,A,male,672
province_f23:cohort_f5,-1.3993904039416385,0.6146246442835145,0.9,A,male,672
province_f32:cohort_f5,-1.0759930271162879,0.6997355979310321,0.9,A,male,672
province_f37:cohort_f5,-1.2361959647578462,0.82341384404037,0.9,A,male,672
province_f41:cohort_f5,-1.1614554938124604,0.7011636074059311,0.9,A,male,672
province_f42:cohort_f5,0.9862369040179425,1.1558103397752244,0.9,A,male,672
province_f43:cohort_f5,-0.2249510030603345,0.7552058108762743,0.9,A,male,672
province_f45:cohort_f5,-0.9002549372526767,0.675147311653152,0.9,A,male,672
province_f52:cohort_f5,-0.553508858728165,0.6482840407348711,0.9,A,male,672
(Intercept),3.275583967888107,1.3916938026773886,0.1,B,male,672
height,0.0041507650907090824,0.005532266475979656,0.1,B,male,672
weight,0.002883471310058668,0.0033218905725282315,0.1,B,male,672
edu_years,0.06494129293005962,0.01501993195074728,0.1,B,male,672
hlth_exc,0.22624744926922022,0.2201575692174742,0.1,B,male,672
hlth_good,0.3068720235454603,0.2066722173259168,0.1,B,male,672
hlth_fair,0.2546386479349928,0.2112249659125979,0.1,B,male,672
married,0.018708436280003182,0.11158335652563758,0.1,B,male,672
divorced,0.08932821332110069,0.16704786849407005,0.1,B,male,672
widowed,0.40462048800983813,0.3588648684673902,0.1,B,male,672
separated,-0.0655147390336391,0.21093997676531112,0.1,B,male,672
province_f23,0.1719010927554164,0.3790206763702395,0.1,B,male,672
province_f32,0.29838932375455457,0.2994506005854628,0.1,B,male,672
province_f37,0.4889080104075945,0.3741965944142026,0.1,B,male,672
province_f41,-0.1967608749735842,0.5125146039361863,0.1,B,male,672
province_f42,0.11778703144377466,0.286048538500784,0.1,B,male,672
province_f43,0.2603059815952762,0.2129442273323261,0.1,B,male,672
province_f45,-0.5471726377768442,0.39272368592481494,0.1,B,male,672
province_f52,0.2218684922386236,0.2136342020851667,0.1,B,male,672
age,0.018910547080947696,0.015533223690907042,0.1,B,male,672
smoke,0.04939327115200991,0.05526045511694262,0.1,B,male,672
drink,-0.0887017536816582,0.05714297991406515,0.1,B,male,672
factor(occ_f)2,-0.07697060412534575,0.10259150979287075,0.1,B,male,672
factor(occ_f)3,0.017616951525454227,0.08894735983615398,0.1,B,male,672
factor(occ_f)4,-0.03584673685772543,0.09730238057390904,0.1,B,male,672
factor(occ_f)5,0.7519090779012824,0.3466608749457605,0.1,B,male,672
factor(occ_f)6,-0.09218903196852682,0.1253730789161181,0.1,B,male,672
factor(occ_f)7,-0.08217252068284471,0.12338458414610402,0.1,B,male,672
factor(occ_f)8,0.3194689377824368,0.3245454316140877,0.1,B,male,672
factor(occ_f)9,0.30624654449512856,0.19459551756257046,0.1,B,male,672
factor(occ_f)10,-0.23031358287104997,0.1545251420337457,0.1,B,male,672
factor(occ_f)11,-0.41780949854440286,0.14627845887462287,0.1,B,male,672
factor(occ_f)12,-0.857895289260503,0.3387833526315537,0.1,B,male,672
factor(occ_f)13,0.09003899337332158,0.24769882872563437,0.1,B,male,672
factor(wu_f)2,0.12889212527656732,0.11861669817561593,0.1,B,male,672
factor(wu_f)3,0.04508558888504816,0.12767259828715558,0.1,B,male,672
factor(wu_f)4,-0.3122702231819424,0.1652264329339742,0.1,B,male,672
factor(wu_f)5,-0.1431937908118752,0.18562207074400444,0.1,B,male,672
factor(wu_f)7,0.15292908988721227,0.14524489628076867,0.1,B,male,672
factor(wu_f)8,0.2907072076502285,0.19300586491256147,0.1,B,male,672
factor(wu_f)9,-0.40491584082935717,0.2607295877544894,0.1,B,male,672
calories,1.938365397151563e-4,1.694410801712559e-4,0.1,B,male,672
carbs,-0.00141479981856643,7.144510183806031e-4,0.1,B,male,672
fat,-0.0027843806968224616,0.001728766369597503,0.1,B,male,672
protein,0.004500998629960575,0.0019066855879042858,0.1,B,male,672
diet_guide,0.1821197597996678,0.06294958025057118,0.1,B,male,672
diet_hifat,0.07603504583203352,0.16353439642773152,0.1,B,male,672
diet_hlthy,-0.14390410346486684,0.22260645286823283,0.1,B,male,672
province_f21:cohort_f2,0.2861488315520224,0.20564234226845282,0.1,B,male,672
province_f23:cohort_f2,0.07561320878518765,0.33518239349867185,0.1,B,male,672
province_f32:cohort_f2,-0.017953485619994384,0.2915011442163394,0.1,B,male,672
province_f37:cohort_f2,-0.22452935071166788,0.3618532075636332,0.1,B,male,672
province_f41:cohort_f2,0.3007613231576135,0.558419933085767,0.1,B,male,672
province_f42:cohort_f2,0.19737370545608326,0.27897467375792806,0.1,B,male,672
province_f43:cohort_f2,-0.14299544545070703,0.15089899943466206,0.1,B,male,672
province_f45:cohort_f2,0.7932988836435292,0.39895891574936815,0.1,B,male,672
province_f52:cohort_f2,0.09296235529175735,0.23165373607986617,0.1,B,male,672
province_f21:cohort_f3,0.21171024316722392,0.3207688723673014,0.1,B,male,672
province_f23:cohort_f3,0.06810288954416016,0.3754039612783135,0.1,B,male,672
province_f32:cohort_f3,0.12222673732069377,0.329454486344198,0.1,B,male,672
province_f37:cohort_f3,-0.3979867573548748,0.4006097010753086,0.1,B,male,672
province_f41:cohort_f3,0.7075803863302845,0.537512917280939,0.1,B,male,672
province_f42:cohort_f3,0.0874162405348605,0.5298175800668963,0.1,B,male,672
province_f43:cohort_f3,0.11544334704631475,0.23802659676414778,0.1,B,male,672
province_f45:cohort_f3,1.07436394309267,0.4300114485567228,0.1,B,male,672
province_f52:cohort_f3,0.2842898705795826,0.2796575997387646,0.1,B,male,672
province_f21:cohort_f4,0.40594858344747853,0.33356436868291184,0.1,B,male,672
province_f23:cohort_f4,0.1448741903208714,0.40031616167346473,0.1,B,male,672
province_f32:cohort_f4,0.2065495175201141,0.37291587783228525,0.1,B,male,672
province_f37:cohort_f4,-0.28435030180246357,0.46065898650752246,0.1,B,male,672
province_f41:cohort_f4,0.6147686330419785,0.5862569354921439,0.1,B,male,672
province_f42:cohort_f4,0.04415837527801515,0.3476865734353588,0.1,B,male,672
province_f43:cohort_f4,0.35755968111856096,0.35720766670556037,0.1,B,male,672
province_f45:cohort_f4,0.9594319211509619,0.4672457816737876,0.1,B,male,672
province_f52:cohort_f4,0.204885044665098,0.365920630986549,0.1,B,male,672
province_f21:cohort_f5,0.06709861543254483,0.46006399008564347,0.1,B,male,672
province_f23:cohort_f5,0.34140428133544287,0.4965500066860901,0.1,B,male,672
province_f32:cohort_f5,0.2931579983572179,0.46159558813557644,0.1,B,male,672
province_f37:cohort_f5,0.07780879605535512,0.5640250616935241,0.1,B,male,672
province_f41:cohort_f5,0.8417268083825931,0.6433834120992169,0.1,B,male,672
province_f42:cohort_f5,0.4095076601582501,0.498214744818172,0.1,B,male,672
province_f43:cohort_f5,0.41078975827836495,0.45475661428527075,0.1,B,male,672
province_f45:cohort_f5,1.3122057004634387,0.5909722723393644,0.1,B,male,672
province_f52:cohort_f5,0.28603445739236755,0.536865543607843,0.1,B,male,672
(Intercept),6.279025467163401,1.228206947259936,0.2,B,male,672
height,-0.0033816464568231417,0.004820555120793482,0.2,B,male,672
weight,0.006205267970289036,0.0028955816065030946,0.2,B,male,672
edu_years,0.049016761657951755,0.012524460915288459,0.2,B,male,672
hlth_exc,-0.007553806841144484,0.20453507397542717,0.2,B,male,672
hlth_good,0.0046764502479268956,0.19746032735107574,0.2,B,male,672
hlth_fair,-0.0538241639070479,0.20175580055220457,0.2,B,male,672
married,0.027460085974518773,0.11113470341551294,0.2,B,male,672
divorced,0.058712668400163696,0.15248969910748342,0.2,B,male,672
widowed,0.19099087172306659,0.3454592068718318,0.2,B,male,672
separated,0.2300950874989158,0.19729293003060724,0.2,B,male,672
province_f23,0.560405501834508,0.3726818138879667,0.2,B,male,672
province_f32,0.4138773310054621,0.2961416431438473,0.2,B,male,672
province_f37,0.6112141599917507,0.3208548044291625,0.2,B,male,672
province_f41,-0.1432777800009895,0.5335071375413547,0.2,B,male,672
province_f42,-0.022334304599634085,0.32043176309122334,0.2,B,male,672
province_f43,0.45293523290744764,0.22878442727747017,0.2,B,male,672
province_f45,0.012844328588120102,0.38345369651706585,0.2,B,male,672
province_f52,0.24018998208147635,0.25423343387695446,0.2,B,male,672
age,-0.007250763217692321,0.01256487620519687,0.2,B,male,672
smoke,0.03230215196173814,0.049444939410708544,0.2,B,male,672
drink,0.016052951882158613,0.05454483348583533,0.2,B,male,672
factor(occ_f)2,-0.07396307844370388,0.10592126983960394,0.2,B,male,672
factor(occ_f)3,0.07478605944601323,0.0840692189448892,0.2,B,male,672
factor(occ_f)4,0.053431056302399374,0.08085103793366648,0.2,B,male,672
factor(occ_f)5,0.060374763940791526,0.2875952854366022,0.2,B,male,672
factor(occ_f)6,-0.08708965298705018,0.10371400539548772,0.2,B,male,672
factor(occ_f)7,-0.11447917769612156,0.1266285928124771,0.2,B,male,672
factor(occ_f)8,0.5006054141266564,0.3270329702344,0.2,B,male,672
factor(occ_f)9,0.07405237700570688,0.20263485784904076,0.2,B,male,672
factor(occ_f)10,-0.18627249386538886,0.13541254807723502,0.2,B,male,672
factor(occ_f)11,-0.336336367530859,0.1314883642424482,0.2,B,male,672
factor(occ_f)12,-0.8926506206147968,0.37451130443654707,0.2,B,male,672
factor(occ_f)13,-0.177595867702362,0.22092863899467266,0.2,B,male,672
factor(wu_f)2,0.0454946669608218,0.10100224181820293,0.2,B,male,672
factor(wu_f)3,0.013246154814317988,0.11138897267911872,0.2,B,male,672
factor(wu_f)4,-0.3999249552656024,0.15862292836769218,0.2,B,male,672
factor(wu_f)5,-0.19764722172448662,0.14969235031865905,0.2,B,male,672
factor(wu_f)7,0.1293251596749553,0.12468279832519848,0.2,B,male,672
factor(wu_f)8,0.19861340583376982,0.18215149047926477,0.2,B,male,672
factor(wu_f)9,-0.19812108090861796,0.259288277998413,0.2,B,male,672
calories,2.442117464418584e-4,1.4565423899668423e-4,0.2,B,male,672
carbs,-0.0017852686293267429,6.344244801063698e-4,0.2,B,male,672
fat,-0.0034424074497243495,0.0014436479386029763,0.2,B,male,672
protein,0.0038474265052816834,0.0014583709140494373,0.2,B,male,672
diet_guide,0.1162094041251388,0.05384731818000807,0.2,B,male,672
diet_hifat,0.18484453923291588,0.12386432051475776,0.2,B,male,672
diet_hlthy,-0.02105614434753196,0.2524773472038012,0.2,B,male,672
province_f21:cohort_f2,0.2468431443530092,0.23595348175715128,0.2,B,male,672
province_f23:cohort_f2,-0.3214956837284674,0.3230298875138954,0.2,B,male,672
province_f32:cohort_f2,-0.14241224231149047,0.2567614327294039,0.2,B,male,672
province_f37:cohort_f2,-0.3255578467800515,0.3092038687644479,0.2,B,male,672
province_f41:cohort_f2,0.45222462023803806,0.5514180389857937,0.2,B,male,672
province_f42:cohort_f2,0.17809319367589782,0.2817526876842099,0.2,B,male,672
province_f43:cohort_f2,-0.32035667628942543,0.14424662446799702,0.2,B,male,672
province_f45:cohort_f2,0.09667108167004579,0.37084494951770297,0.2,B,male,672
province_f52:cohort_f2,0.16942444951013044,0.19025615957705147,0.2,B,male,672
province_f21:cohort_f3,0.0880928788645535,0.28840784070048586,0.2,B,male,672
province_f23:cohort_f3,-0.4594887505443106,0.33918743666550644,0.2,B,male,672
province_f32:cohort_f3,-0.14868514807095082,0.2495475145013121,0.2,B,male,672
province_f37:cohort_f3,-0.6329574217022621,0.3209841659054208,0.2,B,male,672
province_f41:cohort_f3,0.38933858090507467,0.5344162649839076,0.2,B,male,672
province_f42:cohort_f3,0.11640956485366069,0.3860377811793527,0.2,B,male,672
province_f43:cohort_f3,-0.2943680174958763,0.21548522729775102,0.2,B,male,672
province_f45:cohort_f3,0.30112442456623656,0.388180713665613,0.2,B,male,672
province_f52:cohort_f3,0.05973487454539263,0.2451659213459282,0.2,B,male,672
province_f21:cohort_f4,0.20820723901060106,0.30982288787094076,0.2,B,male,672
province_f23:cohort_f4,-0.5526814817260721,0.3675635224943361,0.2,B,male,672
province_f32:cohort_f4,-0.28315148690000436,0.3011918061341487,0.2,B,male,672
province_f37:cohort_f4,-0.7991629130890378,0.35729364783060696,0.2,B,male,672
province_f41:cohort_f4,0.16724423835624877,0.554751985454025,0.2,B,male,672
province_f42:cohort_f4,-0.1679307059890994,0.3262551635484926,0.2,B,male,672
province_f43:cohort_f4,-0.3058126383938658,0.34746943761481924,0.2,B,male,672
province_f45:cohort_f4,0.022412413050989052,0.44844289839644036,0.2,B,male,672
province_f52:cohort_f4,-0.12842707397950817,0.31396245232960857,0.2,B,male,672
province_f21:cohort_f5,-0.3171075780663152,0.46473188676541066,0.2,B,male,672
province_f23:cohort_f5,-0.5506149366935292,0.44481222465937886,0.2,B,male,672
province_f32:cohort_f5,-0.21743363070471253,0.36482354250464766,0.2,B,male,672
province_f37:cohort_f5,-0.6791861457701708,0.45018170870926316,0.2,B,male,672
province_f41:cohort_f5,0.014194225577796135,0.6532003967723483,0.2,B,male,672
province_f42:cohort_f5,0.045367267052089974,0.4605759792315209,0.2,B,male,672
province_f43:cohort_f5,-0.4980233219767021,0.43973098843466846,0.2,B,male,672
province_f45:cohort_f5,-0.02869039612209898,0.5529779427588594,0.2,B,male,672
province_f52:cohort_f5,-0.19336360059415755,0.4383677159898042,0.2,B,male,672
(Intercept),6.196541304329677,1.1068658910880005,0.3,B,male,672
height,-0.0014069029573913025,0.004923443149004068,0.3,B,male,672
weight,0.004468915759693948,0.002718713640409134,0.3,B,male,672
edu_years,0.03930713647280374,0.01051412100970755,0.3,B,male,672
hlth_exc,-0.048136921726957535,0.15285525752862134,0.3,B,male,672
hlth_good,-0.027442113652333174,0.15134252961147868,0.3,B,male,672
hlth_fair,-0.09682223116310576,0.16398439285413657,0.3,B,male,672
married,0.0524576632365049,0.10362213267953739,0.3,B,male,672
divorced,0.08020925637527852,0.1619809724213808,0.3,B,male,672
widowed,0.05866496821689541,0.3350323293053316,0.3,B,male,672
separated,0.1671905887622997,0.16072330964627224,0.3,B,male,672
province_f23,0.5237472621715505,0.3691951343059134,0.3,B,male,672
province_f32,0.23314054979371387,0.35809468834080904,0.3,B,male,672
province_f37,0.70383710985864,0.3556240085816299,0.3,B,male,672
province_f41,0.538573940489022,0.5838491351593081,0.3,B,male,672
province_f42,-0.14807254760306196,0.39993317328358546,0.3,B,male,672
province_f43,0.33209085981488595,0.2977908120898615,0.3,B,male,672
province_f45,-0.11676685111134784,0.39507117064746566,0.3,B,male,672
province_f52,0.1435467036454222,0.3127554451585641,0.3,B,male,672
age,-0.0038663307846956148,0.010881423861623355,0.3,B,male,672
smoke,0.008389198078651185,0.04636917025438794,0.3,B,male,672
drink,-0.005581919458015856,0.05226153169605827,0.3,B,male,672
factor(occ_f)2,-0.07740348319051102,0.1029526416956478,0.3,B,male,672
factor(occ_f)3,0.04568106936993069,0.08521824699441947,0.3,B,male,672
factor(occ_f)4,-0.05392470458237561,0.06978384328781645,0.3,B,male,672
factor(occ_f)5,0.04674279915566368,0.21639905340709778,0.3,B,male,672
factor(occ_f)6,-0.1147168018751389,0.11062652909518719,0.3,B,male,672
factor(occ_f)7,-0.17774711819969272,0.11181406448079666,0.3,B,male,672
factor(occ_f)8,0.29659355902236495,0.3614219845406108,0.3,B,male,672
factor(occ_f)9,0.06447214397299963,0.22225871921736798,0.3,B,male,672
factor(occ_f)10,-0.22711018059749238,0.11629499793266421,0.3,B,male,672
factor(occ_f)11,-0.355481562877159,0.14645068287149782,0.3,B,male,672
factor(occ_f)12,-0.9024854265840778,0.4678830142262618,0.3,B,male,672
factor(occ_f)13,-0.15192119421442088,0.1977013919237214,0.3,B,male,672
factor(wu_f)2,-0.015399414488828308,0.10309619387384532,0.3,B,male,672
factor(wu_f)3,-0.06774689880353174,0.11557066225430389,0.3,B,male,672
factor(wu_f)4,-0.39337801236166947,0.16651597673782512,0.3,B,male,672
factor(wu_f)5,-0.30842195255894145,0.1474079131310099,0.3,B,male,672
factor(wu_f)7,0.07163789523085869,0.11766148627287216,0.3,B,male,672
factor(wu_f)8,0.20304179098817468,0.16285313381706598,0.3,B,male,672
factor(wu_f)9,-0.23327568455445452,0.23941712808984666,0.3,B,male,672
calories,2.2645902277464703e-4,1.5919464731854375e-4,0.3,B,male,672
carbs,-0.0016111036609491472,6.538562726020768e-4,0.3,B,male,672
fat,-0.002908773987720208,0.0015689857191513255,0.3,B,male,672
protein,0.0039448543085464855,0.0015536191998590664,0.3,B,male,672
diet_guide,0.11309343317902278,0.05392709828642594,0.3,B,male,672
diet_hifat,0.10098538503601256,0.12428666206069545,0.3,B,male,672
diet_hlthy,-0.04075352977829369,0.21824946133359568,0.3,B,male,672
province_f21:cohort_f2,0.21986258871854,0.2871913694288726,0.3,B,male,672
province_f23:cohort_f2,-0.3379498840899109,0.30465547376162505,0.3,B,male,672
province_f32:cohort_f2,-0.04571987332899605,0.24883062024596492,0.3,B,male,672
province_f37:cohort_f2,-0.3519683275846537,0.2948813584510535,0.3,B,male,672
province_f41:cohort_f2,-0.1664052479240792,0.5372486148762112,0.3,B,male,672
province_f42:cohort_f2,0.3442485507238719,0.36418746839548627,0.3,B,male,672
province_f43:cohort_f2,-0.24990680087882142,0.14834596065330444,0.3,B,male,672
province_f45:cohort_f2,0.11813895280908895,0.27602091151476765,0.3,B,male,672
province_f52:cohort_f2,0.24237070356815002,0.21065320104179616,0.3,B,male,672
province_f21:cohort_f3,0.13747613319625024,0.3159866648889507,0.3,B,male,672
province_f23:cohort_f3,-0.31945591495235254,0.3136790689737628,0.3,B,male,672
province_f32:cohort_f3,0.009230872709318088,0.27615952494085294,0.3,B,male,672
province_f37:cohort_f3,-0.5704762708305232,0.2996663332164509,0.3,B,male,672
province_f41:cohort_f3,-0.3981803737068702,0.5665903232683285,0.3,B,male,672
province_f42:cohort_f3,0.23018633759712218,0.39136579012885653,0.3,B,male,672
province_f43:cohort_f3,-0.12556953787000444,0.18184923250091475,0.3,B,male,672
province_f45:cohort_f3,0.34878105690763667,0.2736606076204044,0.3,B,male,672
province_f52:cohort_f3,0.2035354429504878,0.2506201714235497,0.3,B,male,672
province_f21:cohort_f4,0.20822005550828443,0.3487975439516187,0.3,B,male,672
province_f23:cohort_f4,-0.473889474648513,0.3653758757692068,0.3,B,male,672
province_f32:cohort_f4,-0.01940267064256624,0.310678610958325,0.3,B,male,672
province_f37:cohort_f4,-0.8005989921398996,0.30197770906123006,0.3,B,male,672
province_f41:cohort_f4,-0.35125824147099916,0.5678862442768279,0.3,B,male,672
province_f42:cohort_f4,-0.04923911353251872,0.4024025271832194,0.3,B,male,672
province_f43:cohort_f4,0.05068232185483961,0.3195225435625363,0.3,B,male,672
province_f45:cohort_f4,0.09924233940649359,0.30824721872814814,0.3,B,male,672
province_f52:cohort_f4,0.04871098924088575,0.2924755347994237,0.3,B,male,672
province_f21:cohort_f5,-0.27431307952694767,0.4301433506243412,0.3,B,male,672
province_f23:cohort_f5,-0.4583288975627533,0.39860791155408315,0.3,B,male,672
province_f32:cohort_f5,-0.03212299337253041,0.37875981125218344,0.3,B,male,672
province_f37:cohort_f5,-0.6746158446965799,0.34978288030637555,0.3,B,male,672
province_f41:cohort_f5,-0.2832181212342591,0.6553329779652315,0.3,B,male,672
province_f42:cohort_f5,0.1651826323751353,0.416096277369213,0.3,B,male,672
province_f43:cohort_f5,-0.3734698319500647,0.3462349715477719,0.3,B,male,672
province_f45:cohort_f5,0.08694834041700798,0.41756542065001345,0.3,B,male,672
province_f52:cohort_f5,-0.018587707845655797,0.39196589822258115,0.3,B,male,672
(Intercept),6.633044852621631,0.9812383507873857,0.5,B,male,672
height,0.0010122433680985214,0.005080394251054214,0.5,B,male,672
weight,0.0012098709205782803,0.0027538788333072895,0.5,B,male,672
edu_years,0.029717405409547065,0.012264147243856497,0.5,B,male,672
hlth_exc,0.1238413660504287,0.14032893377229394,0.5,B,male,672
hlth_good,0.04312055450153025,0.13098655280476473,0.5,B,male,672
hlth_fair,-0.012382238279997584,0.13943347611210408,0.5,B,male,672
married,0.12138084082958674,0.1186703029487703,0.5,B,male,672
divorced,0.08532368422115652,0.16738757269949672,0.5,B,male,672
widowed,0.6638566672187053,0.3803378737997023,0.5,B,male,672
separated,-0.0038539861442659163,0.19564486756799243,0.5,B,male,672
province_f23,0.18405047188584722,0.3440578549205912,0.5,B,male,672
